,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
2412,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,26.8,46,27,18,19,9,21,59,35.6,38,23,1,22,25,71,12,1,8,77,34,44.2,2.87,1.27,0.06,0.15,25.1,22,3,4,7.5,4.4,0.06,0.5,0.6,126,4.7,77,29,8,5,4,3,16,0.6,11,4,0,1,0,0,1070,1617,66.2,21472,7445,471,561,84,323,472,68.4,231,458,50.4,7,7.2,5.9,-0.2,60,141,38,14,147,29,28,2414,5,9,2,0.3,0.26,0.56,0.19,0.45,11.6,0.28,0.27,0.55,0.16,0.43,1343,264,98,11,56,199,31,108,36,48,2,10,42,1978,28,287,1054,676,54,1974,76,116,65.5,84,36,1332,90,1,45,77,2,27,0,0,0,149,13,23,36.1
2413,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,18,11,11,7,0,9,15,60,6,20,12,8,16,34,69,0,0,9,3,33.3,0.48,0.16,0,0,8.4,0,0,0,0.9,0.9,0.1,-0.9,-0.9,10,0.53,8,1,0,1,0,0,0,0,0,0,0,0,0,0,498,605,82.3,9979,3016,145,165,87.9,290,320,90.6,55,101,54.5,0,0,0.3,0,1,14,2,1,16,21,21,1700,0,4,0,0,0,0,0,0,0.9,0.05,0,0.05,0.05,0.05,579,24,21,0,4,1,3,0,0,0,0,2,5,760,101,433,313,17,12,760,0,1,0,3,2,433,1,0,23,2,3,11,0,1,0,56,56,36,60.9
2414,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,46,20,25,20,1,29,43,67.4,14,19,12,7,37,83,102,1,0,15,5,33.3,0.55,0.18,0,0,8.8,0,0,0,2.3,2.3,0.16,-2.3,-2.3,21,0.77,17,1,1,2,0,0,2,0.07,2,0,0,0,0,0,1139,1388,82.1,22371,7360,396,449,88.2,568,623,91.2,155,268,57.8,0,0.2,0.2,-0.2,3,62,1,0,51,28,28,2440,0,12,0,0,0,0,0,0,2.5,0.09,0.01,0.09,0.09,0.09,1333,51,44,0,18,1,7,0,0,0,0,4,10,1642,154,755,826,70,25,1642,8,9,88.9,10,3,1049,5,0,30,22,3,20,0,0,1,119,71,52,57.7
2415,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,40,30,21,14,5,17,41,41.5,24,27,4,23,22,62,38,0,1,18,6,33.3,0.85,0.28,0.06,0.17,18.5,0,0,0,2.2,2.2,0.12,-1.2,-1.2,41,1.93,35,2,0,2,2,0,5,0.24,3,0,0,2,0,0,795,1010,78.7,12839,4055,410,474,86.5,307,381,80.6,59,101,58.4,2,2.1,2,-0.1,18,44,17,9,54,30,20,1909,1,4,0,0.05,0.09,0.14,0.05,0.14,4.3,0.1,0.1,0.2,0.1,0.2,790,219,12,3,2,35,207,0,0,0,0,1,20,1276,58,342,647,303,31,1276,21,44,47.7,58,13,733,53,0,27,36,2,30,0,0,0,89,18,18,50
2416,Giorgio Scalvini,it ITA,"DF,MF",Atalanta,it Serie A,17,2003,8.5,22,11,13,8,1,9,19,47.4,10,12,1,11,22,44,16,0,1,16,3,18.8,1.89,0.35,0.06,0.33,11.5,0,0,0,1.8,1.8,0.11,-0.8,-0.8,16,1.89,11,0,1,2,0,2,1,0.12,1,0,0,0,0,0,405,497,81.5,6846,2737,201,221,91,167,195,85.6,29,61,47.5,0,1,0.3,-1,5,43,5,0,30,18,9,763,1,1,0,0.12,0,0.12,0.12,0.12,2.7,0.21,0.11,0.32,0.21,0.32,474,22,14,0,4,3,8,0,0,0,0,1,4,600,22,224,277,103,25,600,4,6,66.7,13,6,382,11,0,15,7,0,11,0,0,0,56,20,17,54.1
2417,Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,22,1999,23.8,19,14,2,5,12,5,21,23.8,16,16,1,15,5,24,22,1,16,78,36,46.2,3.27,1.51,0.19,0.42,17.4,1,1,1,11.5,10.7,0.14,4.5,4.3,56,2.35,46,0,3,5,2,0,6,0.25,4,0,1,1,0,0,399,550,72.5,5604,916,243,304,79.9,104,144,72.2,26,38,68.4,0,2.5,1,-2.5,25,23,11,0,25,36,25,2146,15,7,0,0.67,0,0.67,0.63,0.63,13.2,0.48,0.11,0.59,0.45,0.56,498,51,0,3,6,11,0,0,0,0,0,1,14,804,26,60,408,347,89,803,21,30,70,74,49,623,157,0,49,20,10,14,0,0,0,46,51,39,56.7
2418,Dane Scarlett,eng ENG,MF,Tottenham,eng Premier League,17,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2419,Kevin Schade,de GER,"MF,FW",Freiburg,de Bundesliga,19,2001,9.2,9,7,6,2,1,3,10,30,7,15,3,12,3,12,16,0,4,19,9,47.4,2.06,0.97,0.21,0.44,13.1,0,0,0,2.6,2.4,0.13,1.4,1.6,24,2.6,9,0,4,3,8,0,3,0.32,1,0,0,0,2,0,102,187,54.5,1320,610,71,110,64.5,21,43,48.8,4,15,26.7,1,1.1,0.9,-0.1,7,9,5,3,9,21,7,831,4,2,0,0.43,0.11,0.54,0.43,0.54,3.5,0.28,0.12,0.39,0.26,0.37,178,9,0,0,0,13,9,0,0,0,0,0,3,351,14,63,123,173,61,351,15,31,48.4,35,20,221,49,0,22,26,4,7,0,0,0,41,40,35,53.3
2420,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,22,1999,2.7,4,1,3,1,0,0,5,0,5,7,1,6,2,6,4,0,1,7,3,42.9,2.64,1.13,0.14,0.33,19.1,0,0,0,0.6,0.6,0.09,0.4,0.4,6,2.27,4,0,2,0,0,0,2,0.76,1,0,1,0,0,0,66,88,75,1073,281,32,40,80,27,29,93.1,4,8,50,1,0.2,0.1,0.8,4,10,2,0,9,8,1,239,1,2,0,0.38,0.38,0.75,0.38,0.75,0.8,0.23,0.09,0.32,0.23,0.32,86,1,0,0,0,1,1,0,0,0,0,1,5,128,3,26,67,37,5,128,4,5,80,5,1,76,6,0,6,2,0,1,0,0,0,25,1,5,16.7
2421,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24,16,11,11,3,2,8,16,50,8,27,18,9,32,48,95,2,2,21,8,38.1,0.88,0.33,0.1,0.25,19.5,4,0,0,1.5,1.5,0.07,0.5,0.5,31,1.29,18,6,2,4,1,0,4,0.17,3,0,1,0,0,0,698,1012,69,15904,7292,199,251,79.3,332,402,82.6,156,326,47.9,2,1.2,0.9,0.8,9,69,15,1,41,25,25,2158,2,4,0,0.08,0.08,0.17,0.08,0.17,2.6,0.06,0.05,0.11,0.06,0.11,923,82,70,1,19,7,12,0,0,0,0,7,7,1230,158,642,536,74,27,1230,6,10,60,12,5,668,3,0,24,11,3,11,0,0,0,131,45,42,51.7
2422,Louis Schaub,at AUT,"MF,FW",Köln,de Bundesliga,26,1994,7.3,16,10,7,7,2,11,20,55,9,17,3,14,3,19,3,0,1,14,2,14.3,1.93,0.28,0.07,0.5,16.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,27,3.72,19,2,1,2,2,1,4,0.55,4,0,0,0,0,0,205,320,64.1,3270,999,109,146,74.7,78,107,72.9,15,36,41.7,2,1.4,1,0.6,10,22,11,4,30,28,6,654,1,0,0,0.14,0.28,0.41,0.14,0.41,2.6,0.17,0.19,0.35,0.17,0.35,296,21,7,0,4,34,3,11,7,2,0,3,18,421,10,67,162,197,29,421,19,32,59.4,20,14,271,40,0,8,8,3,10,0,0,0,56,3,13,18.8
2423,Andrea Schiavone,it ITA,MF,Salernitana,it Serie A,28,1993,6.3,14,8,5,9,0,10,23,43.5,13,13,3,10,8,22,12,0,1,2,1,50,0.32,0.16,0.5,1,12.4,0,0,0,0.1,0.1,0.07,0.9,0.9,17,2.66,6,10,0,0,0,1,0,0,0,0,0,0,0,0,199,243,81.9,3724,1264,82,89,92.1,82,92,89.1,29,49,59.2,0,0.9,0.5,-0.9,11,21,3,0,19,14,5,571,1,1,0,0.16,0,0.16,0.16,0.16,1,0.02,0.13,0.16,0.02,0.16,206,37,15,0,3,29,2,20,6,13,0,0,3,306,20,65,182,59,8,306,1,2,50,8,1,152,6,0,10,5,0,8,0,0,0,29,3,3,50
2424,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25,1996,23.1,5,2,2,2,1,1,9,11.1,8,6,1,5,3,8,28,0,24,88,43,48.9,3.82,1.86,0.26,0.53,12.8,2,1,2,18.5,16.9,0.2,5.5,6.1,50,2.17,34,0,3,11,2,0,14,0.61,10,0,2,1,1,0,282,413,68.3,3833,712,157,218,72,88,116,75.9,12,18,66.7,3,2.8,1.5,0.2,16,11,6,0,20,27,26,2076,23,0,0,1.04,0.13,1.17,1,1.13,19.7,0.8,0.12,0.92,0.73,0.85,388,24,1,0,1,3,1,0,0,0,0,1,11,667,36,51,327,292,135,665,15,41,36.6,60,21,519,132,0,13,22,6,2,0,0,0,34,55,73,43
2425,Kingsley Schindler,de GER,"DF,FW",Köln,de Bundesliga,28,1993,3.9,1,0,0,0,1,1,5,20,4,5,1,4,5,6,5,0,1,3,1,33.3,0.77,0.26,0.33,1,16.5,0,0,0,0.4,0.4,0.13,0.6,0.6,12,3.09,9,1,0,1,1,0,3,0.77,2,1,0,0,0,0,103,196,52.6,1867,870,45,62,72.6,44,78,56.4,13,38,34.2,2,1.2,1.4,0.8,5,15,7,5,20,18,1,349,1,1,0,0.26,0.52,0.77,0.26,0.77,1.5,0.1,0.3,0.4,0.1,0.4,154,41,1,0,1,24,39,0,0,0,0,1,8,236,6,52,100,87,11,236,0,5,0,6,4,114,12,0,2,5,1,0,0,0,0,27,7,5,58.3
2426,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23,1997,11.6,43,20,20,20,3,20,49,40.8,29,25,2,23,9,52,14,0,0,10,1,10,0.87,0.09,0,0,21.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,14,1.21,12,0,1,1,0,0,2,0.17,2,0,0,0,0,0,319,422,75.6,5263,1627,160,200,80,127,153,83,23,41,56.1,1,0.7,0.6,0.3,5,41,5,0,39,14,13,1040,0,2,0,0,0.09,0.09,0,0.09,1.2,0.05,0.06,0.11,0.05,0.11,417,4,3,4,4,6,1,0,0,0,0,1,13,561,16,123,328,118,11,561,11,15,73.3,18,10,310,24,0,23,10,1,20,0,0,0,102,12,8,60
2427,Keven Schlotterbeck,de GER,"DF,FW",Freiburg,de Bundesliga,24,1997,3.5,11,5,6,5,0,5,6,83.3,1,7,4,3,11,22,24,1,0,1,0,0,0.29,0,0,,14.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,0.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,83.3,2071,764,29,34,85.3,55,63,87.3,14,19,73.7,0,0,0,0,1,6,1,0,3,12,3,315,0,1,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02,113,6,6,0,0,0,0,0,0,0,0,1,0,178,30,109,66,3,1,178,0,1,0,1,1,81,0,0,9,2,0,5,0,0,0,13,9,4,69.2
2428,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,72,43,36,34,2,33,48,68.8,15,41,32,9,56,128,154,1,4,36,16,44.4,1.16,0.52,0.11,0.25,13.2,0,0,0,3.8,3.8,0.11,0.2,0.2,56,1.81,41,0,3,6,5,1,4,0.13,3,0,0,1,0,0,1403,1750,80.2,28479,10981,474,539,87.9,715,799,89.5,196,347,56.5,1,1.8,2.3,-0.8,12,137,16,1,132,32,32,2785,4,5,0,0.13,0.03,0.16,0.13,0.16,5.6,0.12,0.06,0.18,0.12,0.18,1679,66,47,4,35,9,10,0,0,0,0,5,23,2186,263,970,1088,153,59,2186,23,35,65.7,30,15,1284,18,0,32,35,1,43,0,0,0,238,109,36,75.2
2429,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,28,1992,20.6,46,25,16,23,7,24,50,48,26,39,9,30,18,64,32,0,4,33,9,27.3,1.6,0.44,0.12,0.44,14.3,0,0,0,3.9,3.9,0.12,0.1,0.1,46,2.24,33,0,6,4,3,0,7,0.34,3,0,1,1,2,0,493,668,73.8,7971,2386,249,302,82.5,201,253,79.4,29,55,52.7,1,2.1,1.2,-1.1,18,46,12,2,48,32,20,1851,4,1,0,0.19,0.05,0.24,0.19,0.24,6,0.19,0.1,0.29,0.19,0.29,654,8,6,3,5,20,1,0,0,0,0,6,18,967,46,237,504,239,56,967,35,58,60.3,42,33,559,45,0,26,22,0,25,1,0,0,115,31,39,44.3
2430,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37,0,0,0,0,0,0,2,0,2,0,0,0,1,1,15,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,0.19,7,0,0,0,0,0,3,0.08,3,0,0,0,0,0,945,1294,73,26527,17896,149,150,99.3,462,474,97.5,329,660,49.8,0,0,0,0,1,8,1,0,2,37,37,3330,0,2,0,0,0,0,0,0,0,0,0,0,0,0,859,431,139,0,10,0,1,0,0,0,0,4,0,1388,1215,1375,13,0,0,1388,1,1,100,2,0,599,0,0,0,2,0,0,0,0,0,45,9,4,69.2
2431,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,12,6,6,3,3,5,7,71.4,2,7,1,6,6,18,15,0,0,5,1,20,0.77,0.15,0,0,22.1,1,0,0,0.3,0.3,0.06,-0.3,-0.3,18,2.76,11,4,0,2,1,0,1,0.15,1,0,0,0,0,0,258,330,78.2,4460,1981,112,129,86.8,103,125,82.4,28,47,59.6,1,0.8,0.7,0.2,9,23,4,0,22,13,6,588,0,0,0,0,0.15,0.15,0,0.15,1.1,0.04,0.13,0.17,0.04,0.17,270,59,5,0,3,16,52,2,1,1,0,1,8,383,17,107,171,108,9,383,5,8,62.5,7,2,207,19,0,4,3,0,6,0,0,0,36,8,9,47.1
2432,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,57,37,21,27,9,42,86,48.8,44,44,8,36,39,96,39,0,0,12,3,25,0.45,0.11,0,0,21.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,75,2.79,60,11,0,2,1,1,11,0.41,8,2,0,1,0,0,1126,1645,68.4,20622,11328,474,567,83.6,516,716,72.1,122,279,43.7,5,3.7,4.4,1.3,34,133,47,19,148,31,29,2421,0,5,0,0,0.19,0.19,0,0.19,4.4,0.02,0.14,0.16,0.02,0.16,1305,333,9,0,2,93,324,0,0,0,0,7,43,1860,48,476,926,480,23,1860,2,12,16.7,27,4,1006,47,0,30,25,1,37,0,0,0,143,29,43,40.3
2433,David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,2,0,1,1,0,1,3,33.3,2,4,0,4,3,5,6,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,1.91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,57,87,65.5,1058,511,24,26,92.3,28,40,70,5,19,26.3,0,0,0,0,1,2,1,1,1,4,2,142,0,1,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,70,17,0,1,1,3,17,0,0,0,0,0,0,109,8,55,41,18,0,109,1,6,16.7,3,5,58,2,0,3,0,1,0,0,0,0,16,2,3,40
2434,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,7.2,21,12,9,11,1,6,13,46.2,7,8,2,6,20,41,18,0,0,2,0,0,0.28,0,0,,12.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3,14,1.94,12,1,1,0,0,0,1,0.14,1,0,0,0,0,0,344,404,85.1,5454,1694,181,203,89.2,117,129,90.7,30,43,69.8,1,0.2,0.4,0.8,4,23,3,1,27,20,5,649,0,1,1,0,0.14,0.14,0,0.14,0.5,0.04,0.03,0.07,0.04,0.07,392,10,9,0,4,1,1,0,0,0,0,2,5,481,28,124,308,53,4,481,4,4,100,7,5,303,5,0,15,4,0,12,0,0,0,56,12,8,60
2435,Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,26.6,40,22,19,16,5,14,30,46.7,16,31,5,26,30,70,21,1,1,35,9,25.7,1.31,0.34,0.03,0.11,21.4,2,0,0,2.7,2.7,0.08,-1.7,-1.7,91,3.42,64,11,3,6,7,0,5,0.19,4,0,0,0,1,0,821,1067,76.9,12222,3431,442,529,83.6,273,332,82.2,54,99,54.5,0,3.3,3,-3.3,44,61,26,6,73,31,27,2397,1,3,1,0.04,0,0.04,0.04,0.04,6,0.1,0.12,0.23,0.1,0.23,1008,57,23,1,5,58,3,25,13,10,1,2,27,1389,36,249,698,463,41,1389,30,55,54.5,71,31,795,81,1,27,41,1,22,1,0,0,209,21,33,38.9
2436,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,25,17,10,12,3,9,22,40.9,13,22,5,17,33,58,29,1,1,6,1,16.7,0.39,0.06,0.17,1,24.2,0,0,0,0.2,0.2,0.04,0.8,0.8,36,2.33,33,0,1,0,2,0,3,0.19,3,0,0,0,0,0,665,791,84.1,10733,3656,336,381,88.2,253,292,86.6,51,64,79.7,1,0.8,0.8,0.2,12,85,11,0,60,17,16,1392,1,4,1,0.06,0.06,0.13,0.06,0.13,1,0.02,0.05,0.07,0.02,0.07,773,13,6,0,4,1,0,0,0,0,0,5,11,966,63,280,548,146,4,966,22,25,88,25,11,599,9,1,17,7,0,17,0,0,0,102,28,18,60.9
2437,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,21,12,9,7,5,9,21,42.9,12,8,1,7,11,32,8,0,0,3,2,66.7,0.32,0.22,0,0,13.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3,15,1.61,11,2,1,0,0,1,2,0.22,2,0,0,0,0,0,544,655,83.1,8314,2992,278,309,90,220,264,83.3,25,41,61,2,1.4,0.8,0.6,7,41,10,2,45,16,9,836,0,2,0,0,0.22,0.22,0,0.22,1.6,0.03,0.15,0.18,0.03,0.18,548,106,6,0,1,13,100,0,0,0,0,1,16,741,14,199,387,163,17,741,5,16,31.3,18,3,469,30,0,13,5,0,12,0,0,0,58,8,8,50
2438,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,829,1001,82.8,20830,13852,182,183,99.5,432,437,98.9,212,374,56.7,0,0,0,0,0,8,2,0,0,21,21,1890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,804,194,50,0,2,0,0,0,0,0,0,3,1,1059,841,1050,9,1,0,1059,1,1,100,0,0,646,0,0,0,3,0,0,0,0,0,30,4,1,80
2439,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,0,0,0,0,0,0,1,0,1,0,0,0,2,2,18,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,0.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,598,829,72.1,17801,12589,84,84,100,272,275,98.9,241,465,51.8,0,0.1,0,-0.1,1,7,0,0,0,25,25,2175,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,557,268,64,0,2,0,0,0,0,0,0,4,0,907,800,905,2,0,0,907,0,0,,0,0,379,0,0,2,1,0,0,0,1,0,25,6,0,100
2440,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2441,Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,20,2001,1.6,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,0,4,3,75,2.47,1.85,0,0,18.4,0,0,0,0.6,0.6,0.15,-0.6,-0.6,5,3.08,2,0,1,1,0,1,0,0,0,0,0,0,0,0,34,43,79.1,457,57,18,23,78.3,10,11,90.9,2,2,100,0,0,0.1,0,0,3,1,0,1,6,1,146,0,0,0,0,0,0,0,0,0.6,0.36,0,0.36,0.36,0.36,42,1,0,0,0,2,1,0,0,0,0,0,0,60,0,2,24,34,11,60,4,6,66.7,4,2,44,7,0,2,2,2,1,0,0,0,5,1,3,25
2442,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,es La Liga,29,1991,4.5,5,3,4,1,0,3,5,60,2,4,4,0,5,10,19,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,0.45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,143,176,81.3,2630,1002,48,56,85.7,77,86,89.5,13,24,54.2,0,0.1,0,-0.1,2,8,0,0,11,10,3,404,0,5,1,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02,171,4,4,0,1,0,0,0,0,0,0,1,2,214,33,128,82,4,1,214,0,0,,3,0,119,0,1,9,6,0,3,0,0,0,22,8,5,61.5
2443,Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,50,31,15,32,3,26,56,46.4,30,27,3,24,19,69,30,1,0,11,2,18.2,0.47,0.09,0,0,23.8,2,0,0,0.6,0.6,0.06,-0.6,-0.6,55,2.35,43,6,1,2,3,0,4,0.17,4,0,0,0,0,0,857,1124,76.2,13787,4613,426,497,85.7,319,388,82.2,71,139,51.1,3,2,2.7,1,21,105,19,5,95,27,23,2108,0,9,0,0,0.13,0.13,0,0.13,2.6,0.03,0.09,0.11,0.03,0.11,1060,60,45,4,8,41,0,9,1,8,0,4,28,1351,43,233,845,287,24,1351,14,30,46.7,36,19,840,41,0,42,26,0,31,0,0,0,170,30,27,52.6
2444,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,34,20,20,13,1,16,27,59.3,11,25,11,14,34,68,49,1,0,9,1,11.1,0.57,0.06,0,0,22.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7,17,1.08,13,0,2,0,1,1,0,0,0,0,0,0,0,0,560,648,86.4,9565,2717,259,286,90.6,233,258,90.3,47,72,65.3,0,0.3,0.2,-0.3,6,20,1,0,22,21,16,1410,0,7,2,0,0,0,0,0,1,0.04,0.02,0.07,0.04,0.07,633,14,3,0,4,3,11,0,0,0,0,1,4,837,82,421,374,56,9,837,9,15,60,9,12,477,7,1,18,28,1,20,0,0,0,131,16,14,53.3
2445,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,5,4,1,3,1,1,3,33.3,2,6,1,5,1,6,11,0,4,24,9,37.5,2.15,0.81,0.13,0.33,13.3,0,1,1,4.3,3.5,0.15,-0.3,-0.5,16,1.44,14,0,1,1,0,0,2,0.18,2,0,0,0,0,0,134,227,59,1696,268,90,141,63.8,28,48,58.3,6,10,60,0,0.6,0.9,-0.6,7,6,5,1,8,25,10,1004,3,2,0,0.36,0,0.36,0.27,0.27,4.1,0.39,0.05,0.44,0.32,0.37,209,17,0,1,0,6,0,0,0,0,0,1,4,331,11,24,153,157,44,330,2,8,25,23,12,261,48,0,31,21,5,4,0,0,0,21,58,60,49.2
2446,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,1,1,1,0,0,0,0,,0,0,0,0,1,2,22,0,0,2,0,0,0.05,0,0,,14.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,4,0.11,1,1,0,2,0,0,0,0,0,0,0,0,0,0,696,960,72.5,19862,15305,141,142,99.3,291,295,98.6,259,515,50.3,0,0,0,0,1,6,0,0,1,37,37,3330,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,659,298,59,0,3,0,0,0,0,0,0,3,0,1031,907,1026,2,3,3,1031,0,0,,1,0,435,0,0,1,3,0,1,0,0,0,44,11,0,100
2447,Ken Sema,se SWE,"MF,FW",Watford,eng Premier League,27,1993,9.5,16,6,11,4,1,9,20,45,11,10,0,10,5,21,11,0,0,3,1,33.3,0.32,0.11,0,0,20.5,1,0,0,0.2,0.2,0.06,-0.2,-0.2,22,2.32,7,9,1,0,4,1,1,0.11,0,1,0,0,0,0,140,224,62.5,2280,758,84,108,77.8,35,53,66,15,39,38.5,0,1.5,1.1,-1.5,12,7,3,2,8,18,7,852,0,1,0,0,0,0,0,0,1.7,0.02,0.16,0.18,0.02,0.18,202,22,8,0,2,31,5,9,6,1,0,0,15,323,19,87,133,107,15,323,12,27,44.4,18,25,182,29,0,15,7,0,6,0,0,0,53,12,23,34.3
2448,Nélson Semedo,pt POR,"MF,DF",Wolves,eng Premier League,27,1993,23.7,58,39,39,17,2,25,49,51,24,23,4,19,21,79,64,1,0,19,4,21.1,0.8,0.17,0,0,20.2,0,0,0,1.6,1.6,0.09,-1.6,-1.6,44,1.86,33,1,5,2,2,1,1,0.04,1,0,0,0,0,0,916,1169,78.4,12766,4408,567,628,90.3,290,367,79,31,92,33.7,1,2.2,1.4,-1.2,18,62,12,2,56,25,25,2131,0,1,0,0,0.04,0.04,0,0.04,3.9,0.07,0.09,0.16,0.07,0.16,941,223,3,1,1,32,220,0,0,0,0,5,41,1447,88,410,587,470,53,1447,39,64,60.9,51,27,841,91,0,23,24,4,39,0,1,0,155,15,27,35.7
